referrer_npi,referrer_entity_type_code,referrer_business_name,referrer_grouping,referrer_classification,referrer_zip_code,referrer_city,referrer_state
1982600771,2,FREDERICK HEALTH HOSPITAL INC,Ambulatory Health Care Facilities,Clinic/Center,21702,FREDERICK,MD
1336145127,2,FREDERICK HEALTH HOSPITAL INC,"Respiratory, Developmental, Rehabilitative and Restorative Service Providers",Physical Therapist,21702,FREDERICK,MD
1013913789,2,JOHNS HOPKINS UNIVERSITY,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,21287,BALTIMORE,MD
1831195502,2,JOHNS HOPKINS UNIVERSITY,Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,21287,BALTIMORE,MD
1164428868,2,JACKSON EYE ASSOCIATES PLLC,Allopathic & Osteopathic Physicians,Ophthalmology,39202,JACKSON,MS
1568468221,2,"ADVENTIST HEALTHCARE, INC.",Hospitals,General Acute Care Hospital,20850,ROCKVILLE,MD
1487650024,2,"ADVENTIST HEALTHCARE, INC.",Hospitals,General Acute Care Hospital,20904,SILVER SPRING,MD
1871599613,2,EAST ARKANSAS FAMILY HEALTH CENTER INC.,Ambulatory Health Care Facilities,Clinic/Center,72301,WEST MEMPHIS,AR
1073519898,2,NEPHROLOGY AND HYPERTENSION ASSOCIATES,Allopathic & Osteopathic Physicians,Internal Medicine,65203,COLUMBIA,MO
1124024922,2,"SPECTRA EAST, INC.",Laboratories,Clinical Medical Laboratory,07647,ROCKLEIGH,NJ
1861498529,2,"DEACONESS HOSPITAL, INC",Suppliers,Durable Medical Equipment & Medical Supplies,47710,EVANSVILLE,IN
1891792495,2,"APPALACHIAN REGIONAL HEALTHCARE, INC.",Hospitals,General Acute Care Hospital,40965,MIDDLESBORO,KY
1740287374,2,"THE COLUMBUS ORTHOPAEDIC CLINIC, P.A.",Allopathic & Osteopathic Physicians,Orthopaedic Surgery,39705,COLUMBUS,MS
1700882388,2,ALLERGY ASTHMA SINUS CTR,Allopathic & Osteopathic Physicians,Allergy & Immunology,29506,FLORENCE,SC
1366448979,2,NEW JERSEY PAIN CONSULTANTS PC,Other Service Providers,Specialist,07960,MORRISTOWN,NJ
1083610679,2,UTICA TOWNSHIP VOLUNTEER FIRE FIGHTERS ASSOCIATION,Transportation Services,Ambulance,47130,JEFFERSONVILLE,IN
1629074224,2,ANESTHESIA CARE GROUP PC,Allopathic & Osteopathic Physicians,Anesthesiology,03102,MANCHESTER,NH
1245236850,2,EASTERN PLUMAS HEALTH CARE DISTRICT,Hospitals,General Acute Care Hospital,96122,PORTOLA,CA
1992702567,2,MILLIKEN MEDICAL PLLC,Allopathic & Osteopathic Physicians,Internal Medicine,49684,TRAVERSE CITY,MI
1205833894,2,"METRODERM, P.C.",Allopathic & Osteopathic Physicians,Dermatology,30342,ATLANTA,GA
1578560181,2,"DERMATOLOGY ASSOCIATES , PSC",Allopathic & Osteopathic Physicians,Dermatology,40205,LOUISVILLE,KY
1275530891,2,MCMINNVILLE DRUG CENTER INC,Suppliers,Pharmacy,37110,MCMINNVILLE,TN
1073510699,2,CITY OF NOGALES,Transportation Services,Ambulance,85621,NOGALES,AZ
1306843826,2,WEST CARROLL HEALTH SYSTEMS LLC,Hospitals,General Acute Care Hospital,71263,OAK GROVE,LA
1316944846,2,RIVER MEDICAL INC,Transportation Services,Ambulance,86403,LAKE HAVASU CITY,AZ
1467459909,2,"TRI-COUNTY AMBULANCE SERVICE, INC.",Transportation Services,Ambulance,44060,MENTOR,OH
1174520654,2,REGIONAL HEALTH SERVICES INC,Allopathic & Osteopathic Physicians,Family Medicine,16550,ERIE,PA
1972500452,2,"COMMUNITY HOSPITAL OF ANDERSON & MADISON COUNTY, INC",Hospitals,General Acute Care Hospital,46011,ANDERSON,IN
1144227539,2,"NORTH OAKS MEDICAL CENTER, LLC",Hospitals,General Acute Care Hospital,70403,HAMMOND,LA
1427055821,2,"NORTHEAST GEORGIA MEDICAL CENTER, INC.",Hospitals,General Acute Care Hospital,30501,GAINESVILLE,GA
1689671901,2,"LOOKOUT MEDICAL SERVICES, INC",Suppliers,Durable Medical Equipment & Medical Supplies,37421,CHATTANOOGA,TN
1679570998,2,TAKOMA REGIONAL HOSPITAL INC,Nursing & Custodial Care Facilities,Nursing Facility/Intermediate Care Facility,37743,GREENEVILLE,TN
1356348684,2,"WILLOWBROOK HOME HEALTH CARE AGENCY, INC.",Agencies,Home Health,37130,MURFREESBORO,TN
1083611313,2,COMPREHENSIVE REHABILITATION OF LAFAYETTE INC,Ambulatory Health Care Facilities,Clinic/Center,37083,LAFAYETTE,TN
1942207154,2,"ABERCROMBIE RADIOLOGICAL CONSULTANTS, INC.",Allopathic & Osteopathic Physicians,Radiology,37909,KNOXVILLE,TN
1790782027,2,"WILLOWBROOK HOSPICE, INC.",Agencies,"Hospice Care, Community Based",37064,FRANKLIN,TN
1245237486,2,SALEM HEALTH WEST VALLEY,Hospitals,General Acute Care Hospital,97338,DALLAS,OR
1245237460,2,"EVERGREEN MEDICAL, LTD.",Allopathic & Osteopathic Physicians,Family Medicine,60805,EVERGREEN PARK,IL
1558368738,2,HOPKINSVILLE-CHRISTIAN COUNTY AMBULANCE SERVICE,Transportation Services,Ambulance,42240,HOPKINSVILLE,KY
1548267727,2,MEDICAL CENTER AMBULANCE SERVICE INC,Transportation Services,Ambulance,42431,MADISONVILLE,KY
1184621369,2,WHITLEY COUNTY COUNTY TREASURER,Transportation Services,Ambulance,40769,WILLIAMSBURG,KY
1710984992,2,TRIGG COUNTY HOSPITAL INC.,Transportation Services,Ambulance,42211,CADIZ,KY
1629075809,2,MURRAY CALLOWAY COUNTY EMERGENCY,Transportation Services,Ambulance,42071,MURRAY,KY
1225035355,2,LABORATORY FOR KIDNEY PATHOLOGY INC,Laboratories,Clinical Medical Laboratory,37203,NASHVILLE,TN
1700883717,2,RIVERVIEW HOSPITAL,Hospitals,General Acute Care Hospital,46060,NOBLESVILLE,IN
1811994809,2,AHS HOSPITAL CORP.,Hospitals,General Acute Care Hospital,07444,POMPTON PLAINS,NJ
1366449357,2,"DR. JENNIFER JOHNSON-CALDWELL, M.D.,P.A.",Allopathic & Osteopathic Physicians,Internal Medicine,77002,HOUSTON,TX
1366449365,2,"HORIZON SURGICAL GROUP, PA",Allopathic & Osteopathic Physicians,Surgery,20876,GERMANTOWN,MD
1427055425,2,PHYSICIANS PAVILION LP,Ambulatory Health Care Facilities,Clinic/Center,37167,SMYRNA,TN
1962409987,2,MERIDIAN HOSPITALS CORPORATION,Hospitals,General Acute Care Hospital,08724,BRICK,NJ
1619974573,2,KNOXVILLE DERMATOPATHOLOGY LABORATORY LLC,Laboratories,Clinical Medical Laboratory,37934,KNOXVILLE,TN
1578560504,2,JEFFERSON REGIONAL MEDICAL CENTER,Hospitals,General Acute Care Hospital,15025,CLAIRTON,PA
1194722058,2,VALLEY PAIN CARE CENTERS LTD,Allopathic & Osteopathic Physicians,Anesthesiology,60115,DEKALB,IL
1619975331,2,UNION HOSPITAL INC.,Hospitals,General Acute Care Hospital,47804,TERRE HAUTE,IN
1235136060,2,ORTHOFIX US LLC,Suppliers,Durable Medical Equipment & Medical Supplies,75056,LEWISVILLE,TX
1093712911,2,AUBURN COMMUNITY HOSPITAL,Hospitals,General Acute Care Hospital,13021,AUBURN,NY
1366449282,2,NORTHERN HOSPITAL DISTRICT OF SURRY COUNTY,Hospitals,General Acute Care Hospital,27030,MOUNT AIRY,NC
1114924834,2,SAINT PETER'S UNIVERSITY HOSPITAL,Hospitals,General Acute Care Hospital,08901,NEW BRUNSWICK,NJ
1588662266,2,CITY OF BARTLETT,Transportation Services,Ambulance,38134,BARTLETT,TN
1619974581,2,"CIRCLE OF LIFE OBSTETRICS AND FAMILY CARE, PLLC",Allopathic & Osteopathic Physicians,Family Medicine,37841,ONEIDA,TN
1811994791,2,"RADIOLOGY AFFILIATES OF CENTRAL NEW JERSEY, P C",Allopathic & Osteopathic Physicians,Radiology,08691,HAMILTON,NJ
1053318956,2,GAJERA & PATEL PLLC,Allopathic & Osteopathic Physicians,Internal Medicine,42240,HOPKINSVILLE,KY
1376540138,2,SENTARA HOSPITALS,Hospitals,General Acute Care Hospital,23434,SUFFOLK,VA
1225035132,2,"AFFILIATED LABORATORY, INC.",Laboratories,Clinical Medical Laboratory,04401,BANGOR,ME
1548267453,2,"HIGHLAND NEUROLOGY, INC",Allopathic & Osteopathic Physicians,Psychiatry & Neurology,27320,REIDSVILLE,NC
1386641207,2,SSM HEALTH CARE OF WISCONSIN INC,Hospitals,General Acute Care Hospital,53913,BARABOO,WI
1033117718,2,"WASHINGTON EYE PHYSICIANS & SURGEONS, P.C.",Other Service Providers,Specialist,20815,CHEVY CHASE,MD
1275531956,2,COOKEVILLE REGIONAL MEDICAL CENTER,Hospitals,General Acute Care Hospital,38501,COOKEVILLE,TN
1194723726,2,"APPALACHIAN REGIONAL HEALTHCARE, INC.",Hospitals,General Acute Care Hospital,41858,WHITESBURG,KY
1346248986,2,JOHNSON MEMORIAL HOSPITAL,Hospitals,General Acute Care Hospital,46131,FRANKLIN,IN
1902804552,2,THE CHAMBERSBURG HOSPITAL,Hospitals,General Acute Care Hospital,17201,CHAMBERSBURG,PA
1992703540,2,"DUKE UNIVERSITY HEALTH SYSTEM, INC.",Hospitals,General Acute Care Hospital,27710,DURHAM,NC
1336147834,2,MERIDIAN HOSPITALS CORPORATION,Hospitals,General Acute Care Hospital,07701,RED BANK,NJ
1164420568,2,"CD LABORATORIES, INC.",Laboratories,Clinical Medical Laboratory,21286,BALTIMORE,MD
1750389110,2,COMMUNITY MEDICAL SERVICES INC,Suppliers,Durable Medical Equipment & Medical Supplies,42728,COLUMBIA,KY
1891793261,2,"GLASGOW PRESCRIPTION CENTER, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,42141,GLASGOW,KY
1275531659,2,"RESOURCE MEDICAL GROUP, LLC",Suppliers,Durable Medical Equipment & Medical Supplies,29334,DUNCAN,SC
1518965904,2,"SUFFOLK HEART GROUP, LLP",Other Service Providers,Specialist,11787,SMITHTOWN,NY
1114925567,2,NYU LANGONE HOSPITALS,Hospitals,General Acute Care Hospital,11501,MINEOLA,NY
1346248663,2,MARTHA JEFFERSON HOSPITAL,Hospitals,General Acute Care Hospital,22911,CHARLOTTESVILLE,VA
1235137563,2,RALEIGH ORTHOPAEDIC CLINIC PA,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,27612,RALEIGH,NC
1902804271,2,"PAIN MANAGEMENT GROUP, P.C.",Allopathic & Osteopathic Physicians,Pain Medicine,37013,ANTIOCH,TN
1811995186,2,NORTHERN HOSPITAL DISTRICT OF SURRY COUNTY,Hospital Units,Medicare Defined Swing Bed Unit,27030,MOUNT AIRY,NC
1144228412,2,MED-MART HOME CARE INC,Suppliers,Durable Medical Equipment & Medical Supplies,38863,PONTOTOC,MS
1407854771,2,THE TOLEDO HOSPITAL,Hospitals,General Acute Care Hospital,43606,TOLEDO,OH
1477551653,2,SOUTH JERSEY RADIOLOGY ASSOCIATES PA,Allopathic & Osteopathic Physicians,Radiology,08043,VOORHEES,NJ
1912905183,2,"AVALON HEALTH CARE, LLC",Nursing & Custodial Care Facilities,Skilled Nursing Facility,37211,NASHVILLE,TN
1619975737,2,THOMPSON ONCOLOGY GROUP,Allopathic & Osteopathic Physicians,Internal Medicine,37916,KNOXVILLE,TN
1245238435,2,NEWTON HEALTHCARE CORPORATION,Hospitals,General Acute Care Hospital,67114,NEWTON,KS
1366440570,2,COMMUNITY PATHOLOGY LABORATORY LLC,Other Service Providers,Specialist,38501,COOKEVILLE,TN
1174521330,2,"CLINTON X-RAY ASSOCIATES, PA",Allopathic & Osteopathic Physicians,Radiology,28328,CLINTON,NC
1134127392,2,"AVALON HEALTH CARE, LLC.",Nursing & Custodial Care Facilities,Skilled Nursing Facility,37210,NASHVILLE,TN
1205834413,2,JACARANDA MANOR,Nursing & Custodial Care Facilities,Skilled Nursing Facility,33709,KENNETH CITY,FL
1770581894,2,T J SAMSON COMMUNITY HOSPITAL,Hospitals,General Acute Care Hospital,42141,GLASGOW,KY
1376541409,2,"MSK GROUP, PC",Allopathic & Osteopathic Physicians,Orthopaedic Surgery,38120,MEMPHIS,TN
1215935366,2,"MARION GENERAL HOSPITAL, INC.",Hospitals,General Acute Care Hospital,43302,MARION,OH
1780682609,2,FAMILY & INTERNAL MEDICINE ASSOCIATES PLLC,Allopathic & Osteopathic Physicians,Family Medicine,40033,LEBANON,KY
1881692861,2,WESTERN KENTUCKY HEART & LUNG ASSOCIATES PSC,Allopathic & Osteopathic Physicians,Internal Medicine,42101,BOWLING GREEN,KY
1215935234,2,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,Allopathic & Osteopathic Physicians,Family Medicine,71854,TEXARKANA,AR
1811995848,2,HLS PHARMACIES INC,Suppliers,Durable Medical Equipment & Medical Supplies,47546,JASPER,IN
1487652426,2,TON SELLS HOSPITAL,Agencies,Public Health or Welfare,85634,SELLS,AZ
1003814971,2,"SPRINGHILL HOSPITALS, INC",Hospitals,General Acute Care Hospital,36608,MOBILE,AL
1093713091,2,ST FRANCIS COMMUNITY HOSPITAL,Hospitals,General Acute Care Hospital,98003,FEDERAL WAY,WA
1710985718,2,WOLF INDUSTRIES INC,Suppliers,Durable Medical Equipment & Medical Supplies,39560,LONG BEACH,MS
1437157302,2,TON SAN XAVIER HEALTH CENTER,Ambulatory Health Care Facilities,Clinic/Center,85746,TUCSON,AZ
1326046269,2,"SEMO DRUG - CARE PLUS OF MO, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,63876,SENATH,MO
1114925906,2,"HUNTSVILLE OB/GYN, ASSOCIATES, P.A.",Other Service Providers,Specialist,35801,HUNTSVILLE,AL
1407855240,2,"ROCKY MOUNTAIN HOLDINGS, LLC",Transportation Services,Ambulance,35151,SYLACAUGA,AL
1083612881,2,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,Hospitals,General Acute Care Hospital,07631,ENGLEWOOD,NJ
1659379451,2,"CHATTANOOGA EAR NOSE & THROAT ASSOC., P.C.",Allopathic & Osteopathic Physicians,Otolaryngology,37402,CHATTANOOGA,TN
1578562112,2,SOUTH LANE COUNTY FIRE AND RESCUE,Transportation Services,Ambulance,97424,COTTAGE GROVE,OR
1215936927,2,MARIETTA MEMORIAL HOSPITAL,Hospitals,General Acute Care Hospital,45750,MARIETTA,OH
1821097437,2,JEWETT ORTHOPAEDIC CLINIC LLC,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,32789,WINTER PARK,FL
1255330791,2,ANESTHESIA PARTNERS OF MONTANA PC,Other Service Providers,Specialist,59101,BILLINGS,MT
1467451922,2,"SOUTHCOAST MEDICAL GROUP, LLC",Allopathic & Osteopathic Physicians,Family Medicine,31406,SAVANNAH,GA
1386643856,2,"DYNASPLINT SYSTEMS, INC",Suppliers,Durable Medical Equipment & Medical Supplies,21146,SEVERNA PARK,MD
1255330825,2,"EDWARDS HEALTH CARE SERVICES, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,44236,HUDSON,OH
1447259866,2,ARTHRITIS AND RHEUMATISM ASSOCIATES PC,Allopathic & Osteopathic Physicians,Internal Medicine,20902,WHEATON,MD
1093714669,2,MEDICAL SERVICES OF AMERICA INC,Suppliers,Durable Medical Equipment & Medical Supplies,47586,TELL CITY,IN
1457350951,2,CLEVELAND MEDICAL CLINIC INC,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,37311,CLEVELAND,TN
1962401497,2,CANONSBURG GENERAL HOSPITAL,Hospitals,General Acute Care Hospital,15317,CANONSBURG,PA
1245239540,2,"HOME CARE DELIVERED, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,23060,GLEN ALLEN,VA
1013916352,2,DUKE UNIVERSITY HEALTH SYSTEM INC,Hospitals,General Acute Care Hospital,27609,RALEIGH,NC
1821097288,2,NORTHWEST RADIOLOGY ASSOCIATES SC,Allopathic & Osteopathic Physicians,Radiology,60005,ARLINGTON HEIGHTS,IL
1699774893,2,GATES HOSPITALISTS LLC,Allopathic & Osteopathic Physicians,Internal Medicine,64116,NORTH KANSAS CITY,MO
1750380978,2,COUNTY OF COFFEE OFFICE OF COUNTY EXECUTIVE,Transportation Services,Ambulance,37355,MANCHESTER,TN
1700885076,2,"TH HEALTHCARE, LTD",Hospitals,General Acute Care Hospital,75965,NACOGDOCHES,TX
1841299039,2,EMH REGIONAL MEDICAL CENTER,Hospitals,General Acute Care Hospital,44035,ELYRIA,OH
1285633453,2,HOMELINK HOME HEALTH CARE,Suppliers,Durable Medical Equipment & Medical Supplies,72015,BENTON,AR
1801895081,2,"MARION GENERAL RADIOLOGY, INC.",Allopathic & Osteopathic Physicians,Radiology,46952,MARION,IN
1306845557,2,CLALLAM COUNTY PUBLIC HOSPITAL DISTRICT 2,Hospitals,General Acute Care Hospital,98362,PORT ANGELES,WA
1336148683,2,"CHIPPS, CAFFREY & DUBILIER, P.S.C",Allopathic & Osteopathic Physicians,Pathology,40503,LEXINGTON,KY
1285633370,2,"PREMIER IMAGING AND INTERVENTION, PLLC",Allopathic & Osteopathic Physicians,Radiology,25271,RIPLEY,WV
1033118104,2,WENTWORTH DOUGLASS HOSPITAL,Hospitals,General Acute Care Hospital,03820,DOVER,NH
1447259510,2,JOHN KENYON AMERICAN EYE INSTITUTE LLC,Allopathic & Osteopathic Physicians,Ophthalmology,47150,NEW ALBANY,IN
1376542415,2,AMBULANCE SERVICE CORPORATION INC,Transportation Services,Ambulance,42141,GLASGOW,KY
1811996960,2,RADIOLOGICAL PHYSICIAN ASSOCIATES INC,Allopathic & Osteopathic Physicians,Radiology,26554,FAIRMONT,WV
1669471728,2,ATLANTA CENTER FOR MEDICINE II PC,Ambulatory Health Care Facilities,Clinic/Center,30033,DECATUR,GA
1902805948,2,"UT CENTER FOR PAIN MANAGEMENT AND RESEARCH, INC",Allopathic & Osteopathic Physicians,Pain Medicine,84604,PROVO,UT
1750380879,2,DOMINION PATHOLOGY ASSOCIATES PC,Allopathic & Osteopathic Physicians,Pathology,24016,ROANOKE,VA
1366441370,2,SWEETWATER HOSPITAL ASSOCIATION,Hospitals,General Acute Care Hospital,37874,SWEETWATER,TN
1235138272,2,"NEPHROLOGY ASSOCIATES OF WESTCHESTER, PC",Allopathic & Osteopathic Physicians,Internal Medicine,10532,HAWTHORNE,NY
1437158433,2,EXETER HOSPITAL INC,Hospitals,General Acute Care Hospital,03833,EXETER,NH
1851390850,2,RADIOLOGY PHYSICIANS INC,Allopathic & Osteopathic Physicians,Radiology,45409,DAYTON,OH
1568461572,2,"WILLIS KNIGHTON MEDICAL CENTER, INC.",Hospitals,General Acute Care Hospital,71103,SHREVEPORT,LA
1750380697,2,"SHEFTEL & ASSOCIATES DERMATOLOGY, LLP",Other Service Providers,Specialist,85718,TUCSON,AZ
1508865445,2,KEN KOZAWA I MD PC,Allopathic & Osteopathic Physicians,Internal Medicine,37874,SWEETWATER,TN
1760481618,2,"PRO CARE EMS, LLC",Transportation Services,Ambulance,30043,LAWRENCEVILLE,GA
1568461440,2,"APPALACHIAN REGIONAL HEALTHCARE, INC",Hospitals,General Acute Care Hospital,25801,BECKLEY,WV
1811997711,2,SPECIALTY LABORATORIES INC,Laboratories,Clinical Medical Laboratory,91355,VALENCIA,CA
1790785616,2,"MONTGOMERY CARDIOLOGY, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,20850,ROCKVILLE,MD
1386643294,2,KENT COUNTY MEMORIAL HOSPITAL,Hospitals,General Acute Care Hospital,02886,WARWICK,RI
1508866492,2,SUFFOLK NEPHROLOGY CONSULTANTS PC,Allopathic & Osteopathic Physicians,Internal Medicine,11790,STONY BROOK,NY
1447259338,2,"NORTHWEST RADIOLOGY NETWORK, P.C.",Allopathic & Osteopathic Physicians,Radiology,46278,INDIANAPOLIS,IN
1083613905,2,SWEETWATER HOSPITAL ER PHYSICIAN GROUP,Allopathic & Osteopathic Physicians,Emergency Medicine,37874,SWEETWATER,TN
1952301863,2,"SANTA YNEZ VALLEY COTTAGE HOSPITAL, INC",Hospitals,General Acute Care Hospital,93463,SOLVANG,CA
1881694685,2,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,Ambulatory Health Care Facilities,Clinic/Center,63935,DONIPHAN,MO
1932109675,2,WISCONSIN DIAGNOSTIC LABORATORIES,Laboratories,Clinical Medical Laboratory,53226,MILWAUKEE,WI
1780684431,2,ST VINCENT INFIRMARY MEDICAL CENTER,Hospitals,General Acute Care Hospital,72205,LITTLE ROCK,AR
1285634006,2,FREDONIA REGIONAL HOSPITAL,Hospitals,General Acute Care Hospital,66736,FREDONIA,KS
1811997638,2,"MEDLINE INDUSTRIES, LP",Suppliers,Durable Medical Equipment & Medical Supplies,60030,GRAYSLAKE,IL
1366442105,2,"PHYSICAL MEDICINE SERVICES, INC.",Other Service Providers,Specialist,42071,MURRAY,KY
1174523948,2,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,Hospitals,General Acute Care Hospital,63935,DONIPHAN,MO
1629078332,2,ALLEGHENY CLINIC,Allopathic & Osteopathic Physicians,Internal Medicine,15212,PITTSBURGH,PA
1750381471,2,ALLEGHENY CLINIC,Allopathic & Osteopathic Physicians,Internal Medicine,15212,PITTSBURGH,PA
1225038011,2,RHA TENNESSEE GROUP HOMES,Nursing & Custodial Care Facilities,"Intermediate Care Facility, Intellectual Disabilities",37129,MURFREESBORO,TN
1508866245,2,CHEST DISEASES ASSOCIATES PC,Allopathic & Osteopathic Physicians,Internal Medicine,46410,MERRILLVILLE,IN
1770583692,2,LUCINDA SEAVER,"Technologists, Technicians & Other Technical Service Providers",Radiologic Technologist,38486,WESTPOINT,TN
1457351215,2,"PROFESSIONAL CARE SERVICES OF WEST TN, INC.",Suppliers,Pharmacy,38019,COVINGTON,TN
1891795662,2,ORTHOPAEDIC CENTER OF VERO BEACH P A,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,32960,VERO BEACH,FL
1114927738,2,"AMERICAN ANESTHESIOLOGY GROUP OF TENNESSEE, P. C.",Allopathic & Osteopathic Physicians,Anesthesiology,37660,KINGSPORT,TN
1841290467,2,"MELROSEWAKEFIELD HEALTHCARE, INC.",Hospitals,General Acute Care Hospital,02155,MEDFORD,MA
1932109584,2,"APPALACHIAN REGIONAL HEALTHCARE, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,25801,BECKLEY,WV
1538169198,2,GRADY MEMORIAL HOSPITAL,Hospitals,General Acute Care Hospital,73018,CHICKASHA,OK
1487654042,2,"KG HEALTH PARTNERS, INC",Podiatric Medicine & Surgery Service Providers,Podiatrist,33760,CLEARWATER,FL
1104826775,2,DR. B ABRAHAM PC,Allopathic & Osteopathic Physicians,Family Medicine,30039,SNELLVILLE,GA
1609876192,2,"ROSEWOOD NURSING CENTER, LLC",Nursing & Custodial Care Facilities,Skilled Nursing Facility,70601,LAKE CHARLES,LA
1972503464,2,KING'S DAUGHTERS MEDICAL CENTER,Hospitals,General Acute Care Hospital,39601,BROOKHAVEN,MS
1710987417,2,"CHS PROFESSIONAL PRACTICE, INC",Chiropractic Providers,Chiropractor,18017,BETHLEHEM,PA
1215937982,2,SELECT SPECIALTY HOSPITAL - NASHVILLE LLC,Hospitals,Long Term Care Hospital,37236,NASHVILLE,TN
1457351132,2,ANKLE AND FOOT CARE INC,Podiatric Medicine & Surgery Service Providers,Podiatrist,16201,KITTANNING,PA
1215937917,2,ENSIGN SABINO LLC,Nursing & Custodial Care Facilities,Skilled Nursing Facility,85712,TUCSON,AZ
1942200555,2,COMMONWEALTH LABORATORY CONSULTANTS PC,Allopathic & Osteopathic Physicians,Pathology,23235,RICHMOND,VA
1104826734,2,ALLEGHENY CLINIC,Allopathic & Osteopathic Physicians,Internal Medicine,15212,PITTSBURGH,PA
1275533853,2,PSYCH CARE CONSULTANTS LLC,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,63128,SAINT LOUIS,MO
1407856099,2,RIDDLE MEMORIAL HOSPITAL,Hospitals,General Acute Care Hospital,19063,MEDIA,PA
1487654927,2,COUNTY OF SUMNER,Transportation Services,Ambulance,37066,GALLATIN,TN
1568462034,2,SDMI LIMITED PARTNERSHIP,Allopathic & Osteopathic Physicians,Radiology,89109,LAS VEGAS,NV
1275533515,2,ALLEGHENY CLINIC,Allopathic & Osteopathic Physicians,Neurological Surgery,15212,PITTSBURGH,PA
1467452714,2,"J&C AMBULANCE SERVICE, INC.",Transportation Services,Ambulance,44720,NORTH CANTON,OH
1306846654,2,"ALABAMA ORTHOPAEDIC CLINICS, PC",Other Service Providers,Specialist,36608,MOBILE,AL
1306846753,2,NORDX,Laboratories,Clinical Medical Laboratory,04074,SCARBOROUGH,ME
1821098286,2,TOURO INFIRMARY,Hospitals,General Acute Care Hospital,70115,NEW ORLEANS,LA
1508866898,2,"COMMUNITY CARE OF RUTHERFORD COUNTY, INC.",Nursing & Custodial Care Facilities,Skilled Nursing Facility,37127,MURFREESBORO,TN
1821098138,2,ALLEGHENY CLINIC,Allopathic & Osteopathic Physicians,Internal Medicine,15212,PITTSBURGH,PA
1821098260,2,ALLEGHENY CLINIC,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,15212,PITTSBURGH,PA
1831199132,2,HOMELINK HOME HEALTH CARE,Suppliers,Durable Medical Equipment & Medical Supplies,72204,LITTLE ROCK,AR
1689674871,2,ALLEGHENY CLINIC,Allopathic & Osteopathic Physicians,Orthopaedic Surgery,15212,PITTSBURGH,PA
1790785996,2,VIRGINIA HOSPITAL CENTER ARLINGTON HEALTH SYSTEM,Hospitals,General Acute Care Hospital,22205,ARLINGTON,VA
1407856594,2,"PIEDMONT ANESTHESIA ASSOCIATES, L.L.C",Allopathic & Osteopathic Physicians,Anesthesiology,30309,ATLANTA,GA
